Date,Open,High,Low,Close,Volume
,NVDA,NVDA,NVDA,NVDA,NVDA
2014-01-02,0.3752579985170241,0.37667229734036844,0.37054370657173835,0.3738436996936798,260092000
2014-01-03,0.37455090174797173,0.3752580512590328,0.36818661234722294,0.3693651854991913,259332000
2014-01-06,0.37313660099028884,0.37714377216786293,0.36960088155082954,0.37431520223617554,409492000
2014-01-07,0.37808660560529256,0.3818580507757541,0.3754937616375746,0.3804437518119812,333288000
2014-01-08,0.3818578825956972,0.3875150478598281,0.3804435842548177,0.3856293261051178,308192000
2014-01-09,0.37973654627307807,0.38044369565057456,0.37007226511194313,0.37125083804130554,292172000
2014-01-10,0.3724295095276959,0.37502235379880755,0.36747949067467867,0.37077948451042175,218492000
2014-01-13,0.3707795102531397,0.3731366568992961,0.361350923668514,0.3620580732822418,243332000
2014-01-14,0.3639437605034441,0.3740794957071278,0.36229373553353617,0.373372346162796,241828000
2014-01-15,0.375022389919191,0.37879383589420457,0.37337239284239954,0.37737953662872314,175044000
2014-01-16,0.37737958536753213,0.37926530859858126,0.3757295880776425,0.3785581588745117,220652000
2014-01-17,0.3785580008851766,0.3830365952022249,0.3745508582536892,0.37690800428390503,340400000
2014-01-21,0.37737954693521847,0.3806795692783325,0.3743152786086636,0.37832242250442505,246076000
2014-01-22,0.3790295229983507,0.3795009466721098,0.37337235461503404,0.3778509497642517,337940000
2014-01-23,0.37667225735573173,0.3806793994639779,0.3736079622966987,0.3764365315437317,185028000
2014-01-24,0.3733723089684454,0.37478660791622026,0.36677229404449463,0.36677229404449463,246696000
2014-01-27,0.36677228508231247,0.3719580009317741,0.3622936905900606,0.36441513895988464,233812000
2014-01-28,0.36370787022752127,0.36818646325104615,0.3622935717781157,0.3679507374763489,167996000
2014-01-29,0.3665365592303104,0.36865800760013445,0.36417941310788254,0.36441513895988464,162944000
2014-01-30,0.3665367539379766,0.37125107678652186,0.36535818025069355,0.3705439269542694,202896000
2014-01-31,0.36535804372027536,0.3721937854117207,0.36512234593054443,0.3700723648071289,335348000
2014-02-03,0.37266518085639405,0.37313660449954217,0.3637080192389773,0.36512231826782227,431728000
2014-02-04,0.3648865610672673,0.36795085663372956,0.36300083855718296,0.3672437071800232,280692000
2014-02-05,0.36465084544107684,0.3658294184396832,0.3611150983458611,0.3639436960220337,214676000
2014-02-06,0.3644151375672186,0.36960085339686227,0.36394371396441433,0.36865800619125366,168380000
2014-02-07,0.3696008122844822,0.3745508298118098,0.36630081933252717,0.3740794062614441,157248000
2014-02-10,0.37360803181439606,0.38020804668514135,0.3733723059585342,0.37525802850723267,324372000
2014-02-11,0.3773794752246453,0.3839794905573163,0.37549378064336847,0.38303664326667786,235384000
2014-02-12,0.3842153063690608,0.3995367891739833,0.3842153063690608,0.3967081904411316,744528000
2014-02-13,0.4066081519510736,0.41155817068634065,0.39953671267177887,0.4092009961605072,902836000
2014-02-14,0.4054294973115116,0.4231080919591845,0.4051937714764508,0.42216524481773376,817536000
2014-02-18,0.42240093027037456,0.42381520084734337,0.4183937600538123,0.4219294786453247,428988000
2014-02-19,0.421929537102725,0.43135814941913164,0.4200438146394437,0.42758670449256897,450340000
2014-02-20,0.4285295855313099,0.4436153383300418,0.4278224641386847,0.4426724910736084,398088000
2014-02-21,0.44196535208150994,0.44762252005270864,0.4365439099797197,0.4393724799156189,451052000
2014-02-24,0.43842957230584856,0.4490367291804026,0.4344224297731185,0.44573673605918884,403112000
2014-02-25,0.44514478059230966,0.4470390175447907,0.43898851755331453,0.4437240958213806,242184000
2014-02-26,0.442777116208255,0.44940693329671605,0.4415932213076827,0.44301390647888184,360884000
2014-02-27,0.44301387774822876,0.44751266678813245,0.43685761337399087,0.4380415081977844,388848000
2014-02-28,0.4356737070531065,0.43993573395154734,0.4288071003205411,0.43520015478134155,321692000
2014-03-03,0.425492218473237,0.4330691397190094,0.4217037437372112,0.4330691397190094,375948000
2014-03-04,0.4352001300422166,0.4404092611880721,0.4344897875618097,0.43756791949272156,260344000
2014-03-05,0.437094334302177,0.4415931511453275,0.43520012534324665,0.441356360912323,241472000
2014-03-06,0.4420667332876286,0.4444345228727315,0.434489812260555,0.43520015478134155,290144000
2014-03-07,0.4370942657227483,0.43780460808403376,0.43141158328500884,0.4347264766693115,268452000
2014-03-10,0.4333058598449381,0.43520009690637146,0.42643925402552646,0.42833349108695984,300888000
2014-03-11,0.4304645235694856,0.43638402543102583,0.42904386683278845,0.43259555101394653,297220000
2014-03-12,0.4304644965053771,0.43638399799474714,0.4288070496369655,0.43377941846847534,239428000
2014-03-13,0.4347265900094061,0.4363840653599595,0.41791527205651974,0.42004629969596863,385172000
2014-03-14,0.41578415187524953,0.4257288599586466,0.41578415187524953,0.4219403862953186,460048000
2014-03-17,0.4231242807868247,0.4262024121099948,0.4214668341439704,0.4219403862953186,299656000
2014-03-18,0.42359794949126856,0.43472655438666064,0.42170371226462633,0.4318852126598358,293904000
2014-03-19,0.43520000884905197,0.4477492950872968,0.4340160862272179,0.43946200609207153,366168000
2014-03-20,0.4370943844009015,0.4434874391620156,0.43520017522486143,0.4396989643573761,191800000
2014-03-21,0.44348732297413923,0.4470390065881392,0.43662071771797584,0.43898850679397583,566116000
2014-03-24,0.43922537061148054,0.44277705482078505,0.4304645269808411,0.43685758113861084,306096000
2014-03-25,0.4415931600843502,0.44206671233366873,0.4335426589408271,0.43685758113861084,304424000
2014-03-26,0.4408828190528823,0.449170082235288,0.42312436972145023,0.4269128441810608,557756000
2014-03-27,0.42596571604682093,0.42951740007080536,0.41649453042325363,0.42123013734817505,540728000
2014-03-28,0.42051969906088665,0.4264391710851351,0.4193358046560369,0.42383459210395813,398820000
2014-03-31,0.42454498333124757,0.4283334571539879,0.4217036420773285,0.42407143115997314,273404000
2014-04-01,0.4375679926768285,0.4468023617877535,0.43235883243345397,0.4415932297706604,656272000
2014-04-02,0.4415931284659967,0.44254023289682043,0.4368575498593278,0.43875178694725037,239948000
2014-04-03,0.43969899035300286,0.45414251964504815,0.4394622000788586,0.4434874653816223,599548000
2014-04-04,0.4458551092539353,0.4484596885117094,0.4278599010986842,0.4297541379928589,368032000
2014-04-07,0.4299910092764999,0.4394621679288805,0.42762321961340477,0.4311749041080475,428576000
2014-04-08,0.43117496484729073,0.44774952305007965,0.430464622203041,0.4465656280517578,470692000
2014-04-09,0.44869655963342275,0.45248503434336856,0.4425402952863306,0.44609197974205017,421968000
2014-04-10,0.4441977608499882,0.4503539968354887,0.4337794697397685,0.43520015478134155,372748000
2014-04-11,0.4318851408934269,0.4385149559718589,0.4233610889031183,0.42904379963874817,353112000
2014-04-14,0.4318851813790299,0.43543686533688697,0.4290438398579993,0.43377941846847534,290184000
2014-04-15,0.4342530014279434,0.43922537061148054,0.4299909747315226,0.43685758113861084,304636000
2014-04-16,0.4389886235994232,0.43946217589537084,0.43235880677731686,0.4378047287464142,235136000
2014-04-17,0.43614711307499654,0.4434872696180083,0.43520000884905197,0.43946200609207153,153532000
2014-04-21,0.4396989838215108,0.44419780137945414,0.4368576417053935,0.44301390647888184,117004000
2014-04-22,0.4437240675634005,0.4496435682477805,0.4413562785801569,0.44680219888687134,255120000
2014-04-23,0.4475125309167406,0.45319524128136235,0.446802188592879,0.4520113468170166,261580000
2014-04-24,0.4550895229183282,0.46077220561670396,0.4550895229183282,0.45603662729263306,391492000
2014-04-25,0.4550896525153437,0.4593516798659703,0.4425403325113268,0.4434874653816223,313600000
2014-04-28,0.44703915206291833,0.4494069419094408,0.43614730747840247,0.4415932297706604,226788000
2014-04-29,0.4432504812453573,0.44419761370141053,0.43756779941411394,0.44254013895988464,171300000
2014-04-30,0.4418299269351152,0.4423034791593676,0.43638400579052417,0.43733111023902893,305740000
2014-05-01,0.44396099145602563,0.44490809604404563,0.4361472798128815,0.4396989643573761,198104000
2014-05-02,0.44182997375993865,0.44182997375993865,0.4337794721893599,0.43638405203819275,156376000
2014-05-05,0.43591036345029155,0.444434415181708,0.43543681129327316,0.441119521856308,239260000
2014-05-06,0.4453815319900184,0.44916997733861935,0.43093800824037537,0.4321219027042389,416188000
2014-05-07,0.4321219987683808,0.43614723519510457,0.4278599721057358,0.43259555101394653,293900000
2014-05-08,0.43093813925502333,0.4449080868852751,0.4288071116364276,0.4380415081977844,432728000
2014-05-09,0.4247818515502741,0.4288070880848361,0.4193359300146773,0.42738640308380127,539532000
2014-05-12,0.42833349961329276,0.4408827886405338,0.4280967093910471,0.43993568420410156,299856000
2014-05-13,0.43401619535623803,0.44111959174197585,0.4314116439668676,0.4328323006629944,221104000
2014-05-14,0.4330691475011328,0.4347265946430732,0.4283335681091432,0.42857033014297485,214320000
2014-05-15,0.4276231310163296,0.42999092018885443,0.42194042006650584,0.4262024462223053,325896000
2014-05-16,0.4228875985918305,0.42833351992525454,0.4228875985918305,0.4252553880214691,283960000
2014-05-19,0.4297541406880847,0.4413562958699758,0.42785990378203026,0.43898850679397583,360076000
2014-05-20,0.43910755215907765,0.44029689978591563,0.4317336138864526,0.4338744282722473,256200000
2014-05-21,0.43553950927856366,0.4393454330269589,0.43125785215069007,0.4338744282722473,216712000
2014-05-22,0.432922908078188,0.43815603131910086,0.432922908078188,0.43577733635902405,130364000
2014-05-23,0.43815607292027525,0.4419619965602677,0.435539496873245,0.43982115387916565,182656000
2014-05-27,0.4424376056997805,0.44767072796821594,0.4410103776464457,0.44767072796821594,209680000
2014-05-28,0.4493359682106051,0.45433121114543423,0.4450543111548347,0.4514767825603485,224676000
2014-05-29,0.45123883965218514,0.45504476281318307,0.4498116397340208,0.45076310634613037,171884000
2014-05-30,0.4507630802512312,0.45314177500008107,0.44838438550238124,0.45195242762565613,239128000
2014-06-02,0.45337962222236255,0.4562340500382157,0.4467192717478545,0.4505251944065094,181500000
2014-06-03,0.45147680445018246,0.4519525378447154,0.4426756090480406,0.44862237572669983,243212000
2014-06-04,0.44743294006049006,0.45242818225504217,0.4471950592318678,0.44909802079200745,161236000
2014-06-05,0.4498116113129778,0.4524281585090943,0.44719503576058334,0.45100095868110657,188696000
2014-06-06,0.4531417775163856,0.4567098196594739,0.45147669685420005,0.4526660442352295,161052000
2014-06-09,0.4521903418824372,0.4574234650456398,0.44909803280900107,0.45314180850982666,247456000
2014-06-10,0.45147667583291673,0.457661293268818,0.44957371444061806,0.4555204510688782,217608000
2014-06-11,0.4538554489990778,0.4626566434164896,0.4538554489990778,0.46146729588508606,266228000
2014-06-12,0.4614672448281156,0.46646248689356523,0.4574234409837265,0.46432167291641235,337148000
2014-06-13,0.46907903363331716,0.4693169144411445,0.460277840731585,0.46479737758636475,227852000
2014-06-16,0.46265658842054763,0.46646248305486354,0.4593263987147079,0.4633701741695404,198620000
2014-06-17,0.46384588637275326,0.46836539463064025,0.4614671918462284,0.4664624333381653,157608000
2014-06-18,0.46527311459525716,0.46812757088708007,0.46099145851379997,0.4659867286682129,215536000
2014-06-19,0.45742344252056993,0.4598021373281889,0.4519524387917905,0.45528262853622437,474592000
2014-06-20,0.45647208054034555,0.45813716161597545,0.44671941825177924,0.45028746128082275,353148000
2014-06-23,0.4443405892095065,0.4452920557218011,0.4391074383230556,0.44505420327186584,414200000
2014-06-24,0.44434065686311214,0.4479086993618887,0.4362530768521166,0.43815603852272034,275780000
2014-06-25,0.43934528064591394,0.4429133222889003,0.4353015057884509,0.4426754415035248,215420000
2014-06-26,0.4426756635676331,0.4429135444723393,0.4353017241534915,0.43672892451286316,256908000
2014-06-27,0.43625319351955893,0.4398212369725394,0.4336366169781911,0.4372046887874603,302820000
2014-06-30,0.43553941202103,0.44219976291529905,0.43553941202103,0.44101041555404663,180512000
2014-07-01,0.4405347571604352,0.44862233760539993,0.4391075287418289,0.44600576162338257,321180000
2014-07-02,0.4443404972553253,0.44624345824238254,0.4417239223535878,0.4443404972553253,179284000
2014-07-03,0.4402967954208692,0.4495737217250346,0.4402967954208692,0.4483843743801117,136892000
2014-07-07,0.4490979470504443,0.44933582784000675,0.4441026773198325,0.4448162913322449,127496000
2014-07-08,0.4436269924209796,0.44552995387594263,0.43696664150674774,0.4412482976913452,221940000
2014-07-09,0.44505429110545497,0.45647203328772046,0.4417241009426412,0.4545690715312958,387668000
2014-07-10,0.44600572145009665,0.454093301166585,0.44243767908124954,0.4521903395652771,266308000
