ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2026-04-25,200.16511405815436,183.5579258894805,213.03052036625297,200.16511405815436,200.16511405815436,-1.8324057244069352,-1.8324057244069352,-1.8324057244069352,4.116677234033715,4.116677234033715,4.116677234033715,-0.5145855143409659,-0.5145855143409659,-0.5145855143409659,-5.4344974440996845,-5.4344974440996845,-5.4344974440996845,0.0,0.0,0.0,198.33270833374743
2026-04-26,200.32593334304153,183.57232959852186,212.25760048366396,200.32593334304153,200.32593334304153,-1.7516569439281,-1.7516569439281,-1.7516569439281,4.116677234033715,4.116677234033715,4.116677234033715,-0.5145847636004189,-0.5145847636004189,-0.5145847636004189,-5.353749414361396,-5.353749414361396,-5.353749414361396,0.0,0.0,0.0,198.57427639911342
2026-04-27,200.4867526279284,185.52504040794042,213.63599945176142,200.4867526279284,200.4867526279284,-0.9203620455384581,-0.9203620455384581,-0.9203620455384581,4.116677234033715,4.116677234033715,4.116677234033715,0.23474888658837834,0.23474888658837834,0.23474888658837834,-5.271788166160553,-5.271788166160553,-5.271788166160553,0.0,0.0,0.0,199.56639058238994
2026-04-28,200.6475719128154,185.91129653943537,214.1162304247512,200.6475719128154,200.6475719128154,-0.8998000789469709,-0.8998000789469709,-0.8998000789469709,4.116677234033715,4.116677234033715,4.116677234033715,0.17260737169804535,0.17260737169804535,0.17260737169804535,-5.189084684678732,-5.189084684678732,-5.189084684678732,0.0,0.0,0.0,199.74777183386843
2026-04-29,200.8083911977023,186.37185286082828,214.15708235844792,200.8083911977023,200.8083911977023,-0.7878323936879288,-0.7878323936879288,-0.7878323936879288,4.116677234033715,4.116677234033715,4.116677234033715,0.20145376757777916,0.20145376757777916,0.20145376757777916,-5.1059633952994234,-5.1059633952994234,-5.1059633952994234,0.0,0.0,0.0,200.02055880401437
2026-04-30,200.96921048258938,187.20858075856196,213.51973772471678,200.96921048258938,200.96921048258938,-0.695968378903519,-0.695968378903519,-0.695968378903519,4.116677234033715,4.116677234033715,4.116677234033715,0.20993862397510935,0.20993862397510935,0.20993862397510935,-5.022584236912343,-5.022584236912343,-5.022584236912343,0.0,0.0,0.0,200.27324210368585
2026-05-01,201.13002976747634,186.60888490805505,213.95439404053283,201.13002976747634,201.13002976747634,-0.6118312998759406,-0.6118312998759406,-0.6118312998759406,4.116677234033715,4.116677234033715,4.116677234033715,0.21042162810135911,0.21042162810135911,0.21042162810135911,-4.938930162011015,-4.938930162011015,-4.938930162011015,0.0,0.0,0.0,200.5181984676004
